AREA,CODE
"Sussex, Shaker Heights, OH",9702
"Sutters Landing, Gainesville, FL",10148
"Sutton Place, Garland, TX",7969
"Sutton Place, NY, NY",415
"Swain Oaks, Stockton, CA",4639
"Swallow Circle - Baywood, Atlanta, GA",7009
"Swan Canyon, San Diego, CA",3967
"Swan Lake, Tulsa, OK",6242
"Swan Park, Wauwatosa, WI",14846
"Swan Way Park, Tucson, AZ",6299
"SWAN, Grand Rapids, MI",12368
"Swann Estates, Tampa, FL",12707
"Swann's Mill, Durham, NC",10040
"Swannanoa, Lakeland, FL",13564
"Swansboro West, Richmond, VA",4771
"Swansboro, Richmond, VA",5420
"Swanson, Richmond, VA",6211
"Swanston Estates, Sacramento, CA",5386
"Sweet Auburn, Atlanta, GA",13132
"Sweet Briar, Austin, TX",12475
"Sweetwater Plantation, Savannah, GA",11347
"Sweetwater, Columbus, OH",1157
"Sweetwater, Jacksonville, FL",12216
"Swenson Farms, Pflugerville, TX",11585
"Swillburg, Rochester, NY",5383
"Swink Acres, Winston-Salem, NC",8373
"Swiss Manor, Flagstaff, AZ",10311
"Swisshelm Park, Pittsburgh, PA",5948
"Switzer Ridge-Mesa, Flagstaff, AZ",10306
"Swope Park Campus, Kansas City, MO",12762
"Swope Parkway - Elmwood, Kansas City, MO",12613
"Sycamore Canyon Park, Riverside, CA",13480
"Sycamore Creek, Corona, CA",7491
"Sycamore Hills, Columbus, OH",5114
"Sycamore Hills, Fort Wayne, IN",1772
"Sycamore Park, Malibu, CA",9943
"Sycamore South, Davis, CA",6314
"Sycamore, Albuquerque, NM",6096
"Sycamore, Independence, MO",9482
"Sycamore-Tamalpais Park, Mill Valley, CA",15183
"Sycaway, Troy, NY",8706
"Sylmar, Los Angeles, CA",59
"Sylvan Grove, Overland Park, KS",6342
"Sylvan Heights West, Fort Worth, TX",4531
"Sylvan Heights, Nashville, TN",5662
"Sylvan Highlands, Portland, OR",8084
"Sylvan Hills, Atlanta, GA",12082
"Sylvan Old Auburn Road, Citrus Heights, CA",10282
"Sylvan Park, Mountain View, CA",15005
"Sylvan Park, Nashville, TN",4324
"Sylvan Terrace, Savannah, GA",11337
"Symphony Estates, Chandler, AZ",6859
"T.A.C.T.I.C., Beaumont, TX",15323
"Table Mesa North, Boulder, CO",6464
"Table Mesa South, Boulder, CO",3923
"Tacony, Philadelphia, PA",626
"Taft, Orlando, FL",12800
"Tahiti Park, Sarasota, FL",13626
"Tahoe Park East, Sacramento, CA",5913
"Tahoe Park South, Sacramento, CA",5296
"Tahoe Park, Sacramento, CA",4412
"Tahquitz River Estates, Palm Springs, CA",10990
"Takoma, WA, DC",4186
"Taku-Campbell, Anchorage, AK",621
"Talbot Hill, Renton, WA",6611
"Talbot Park, Norfolk, VA",14196
"Tall Timbers-Brechtel, New Orleans, LA",672
"Tallac Village, Sacramento, CA",5188
"Tallulah - North Shore, Jacksonville, FL",12195
"Tally Ho Farms North, Tempe, AZ",7236
"Tally Ho Farms, Tempe, AZ",13609
"Tally's Corner, Chicago, IL",5580
"Tallyn's Reach, Aurora, CO",1284
"Tallyrand, Jacksonville, FL",13489
"Talmadge, San Diego, CA",2948
"Talus, Issaquah, WA",10941
"Tam O'Shanter, Bellevue, WA",4849
"Tam O'Shanter, Stockton, CA",2933
"Tamalpais Valley Junction, Mill Valley, CA",13968
"Tamalpais Valley, Mill Valley, CA",8723
"Tamarack Point, Carlsbad, CA",11771
"Tamarack Trails Community, Madison, WI",7416
"Tamarak, Fort Wayne, IN",7627
"Tamarisk, East Lansing, MI",14933
"Tamble, Nashville, TN",13778
"Tampa Heights, Tampa, FL",1126
"Tampa International Airport Area, Tampa, FL",12188
"Tampa Palms, Tampa, FL",643
"Tampa Park, Atlanta, GA",13744
"Tampa-Bayshore Gardens, Tampa, FL",12267
"Tampico, Rio Rancho, NM",14212
"Tangerine Court, Gilbert, AZ",8300
"Tanglewood, Flagstaff, AZ",8937
"Tanglewood, Fort Worth, TX",5640
"Tanglewood, Lafayette, CA",14029
"Tanglewood, Saint Petersburg, FL",8150
"Tanglewood, San Antonio, TX",12971
"Tanglewood, San Marcos, TX",14042
"Tank Park, Green Bay, WI",11479
"Tanner, North Bend, WA",9303
"Tanners Creek East, Norfolk, VA",15297
"Tanoan East, Albuquerque, NM",1711
"Tanoan, Albuquerque, NM",1745
"Tanque Verde, Tucson, AZ",505
"Tantra Park, Boulder, CO",7793
"Tappan, Orangetown, NY",1046
"Tar River, Greenville, NC",10793
"Tara, Baton Rouge, LA",8861
"Tara-Leeway Heights, Arlington, VA",4855
"Tariffville, Simsbury, CT",8701
"Tarpley City, Birmingham, AL",8797
"Tarpon River, Fort Lauderdale, FL",11869
"Tarzana, Los Angeles, CA",195
"Tatemville, Savannah, GA",14011
"Taylor Berry, Louisville, KY",1048
"Taylor Heights, Baltimore, MD",7234
"Taylor Park, Lincoln, NE",7250
"Taylor Ranch, Albuquerque, NM",458
"Taylor Ranch, Ventura, CA",15504
"Taylor Run, Alexandria, VA",3324
"Taylor Street, Fort Wayne, IN",7403
"Taylor, Cedar Rapids, IA",9678
"Teal Club, Oxnard, CA",14917
"Teal Lake-Gateway Village-South Oaks-Canebreak, Savannah, GA",11791
"Tech Terrace, Lubbock, TX",11218
"Teele Square, Somerville, MA",14996
"Tejas Trails, Fort Worth, TX",8072
"Tejas, Bryan, TX",15498
"Telegraph Hazelton, Redford, MI",11015
"Telegraph Hill, San Francisco, CA",3143
"Telluride, Boulder, CO",13635
"Telstar, Midwest City, OK",10869
"Temescal, Oakland, CA",3972
"Tempe Gardens, Tempe, AZ",6370
"Tempe Royal Estates, Tempe, AZ",4833
"Temple Crest, Tampa, FL",881
"Templegate, Nashville, TN",8320
"Templeton Place, Gilbert, AZ",7706
"Ten Hills, Baltimore, MD",5882
"Ten Hills, Somerville, MA",14052
"Tenderloin, San Francisco, CA",2617
"Tenleytown, WA, DC",12423
"Tennessee Town, Topeka, KS",14560
"Tenney-Lapham, Madison, WI",3892
"Tennyson Heights, Fort Collins, CO",10451
"Tennyson-Alquire, Hayward, CA",2748
"Tepe Park, Evansville, IN",10618
"Teralta East, San Diego, CA",3316
"Teralta West, San Diego, CA",3741
"Terra Del Sol, Tucson, AZ",1250
"Terra Linda, San Rafael, CA",12976
"Terra Mar, Pompano Beach, FL",13658
"Terra Nova, Chula Vista, CA",4151
"Terra Vista, Bakersfield, CA",4095
"Terrace Drive, Tulsa, OK",7375
"Terrace Estates, Oxnard, CA",10557
"Terrace Gardens, Sarasota, FL",7604
"Terrace Hills, Mobile, AL",3834
"Terrace Landing, Fort Worth, TX",6841
"Terrace Park, Goshen, IN",9052
"Terrace Park, Tampa, FL",12017
"Terrace Village, Pittsburgh, PA",4731
"Terrace, Napa, CA",9711
"Terrace, San Bernardino, CA",2802
"Terraces at Brentwood, Nashville, TN",8557
"Terragon Trails, Nashville, TN",7296
"Terramor Village, Ladera Ranch, CA",9911
"Terravista, Round Rock, TX",11248
"Terrell Heights, San Antonio, TX",13003
"Terryville, Plymouth, CT",1323
"Tessman, Brooklyn Park, MN",11621
"Tevis Ranch, Bakersfield, CA",3925
"Texa Tonka, Saint Louis Park, MN",9880
"Texas Street, Mobile, AL",5336
"Thalia, Virginia Beach, VA",717
"Thaynes, Park City, UT",14468
"The Allendale Association, Saint Petersburg, FL",6263
"The Avenue, Ventura, CA",11724
"The Avenues, Chico, CA",10259
"The Birches, Olympia, WA",13880
"The Bluff, Beaufort, SC",14504
"The Bluffs of Henderson Pass, San Antonio, TX",7976
"The Brooks, Bonita Springs, FL",2171
"The Bush, Chicago, IL",4811
"The Cape, Jacksonville, FL",1420
"The Claremont Club, Claremont, CA",14473
"The Claremont Colleges and Affiliated Institutions, Claremont, CA",14900
"The Coach House, Nashville, TN",8641
"The Colony, Anaheim, CA",250
"The Commons at Rowe Lane, Pflugerville, TX",11580
"The Crossing of Fossil Creek, Fort Worth, TX",6786
"The Crossroads, Gilbert, AZ",6180
"The Crown, Richardson, TX",13832
"The District, Fargo, ND",15380
"The Dominion, San Antonio, TX",1675
"The Dovers, Orlando, FL",13423
"The Dunes, Long Beach Township, NJ",8484
"The Enclave, Garland, TX",8163
"The Estates at Dunham's Farms, South Brunswick, NJ",15218
"The Eye, Detroit, MI",1458
"The Fairways at Firewheel, Garland, TX",8218
"The Fan, Richmond, VA",596
"The Flats, Scranton, PA",2389
"The Forest, Lake Mary, FL",10972
"The Gables, Columbus, OH",3854
"The Gap, Chicago, IL",4782
"The Gardens, Gilbert, AZ",6383
"The Gardens, Norfolk, VA",15305
"The Gate District, Saint Louis, MO",4280
"The Grande at Monmounth Junction, South Brunswick, NJ",11108
"The Greater Ville, Saint Louis, MO",3554
"The Greenhouse, Palo Alto, CA",8235
"The Grove, Cathedral City, CA",2298
"The Groves, Mesa, AZ",2641
"The Hamptons, Rancho Cordova, CA",9832
"The Heights at Stone Oak II, San Antonio, TX",7730
"The Heights of Jupiter, Jupiter, FL",10435
"The Heights, Edina, MN",9893
"The Heights, Jersey City, NJ",113
"The Heights, New Port Richey, FL",6443
"The Heights, Wilkes-Barre, PA",2302
"The Highlands, Hattiesburg, MS",14213
"The Highlands, Shoreline, WA",13942
"The Highlands, Wilmington, DE",2216
"The Hill, Saint Louis, MO",4772
"The Hill, Troy, NY",9634
"The Hills at Southpoint, Durham, NC",10039
"The Hills of Breckenridge, Garland, TX",8350
"The Hills of Park North, San Antonio, TX",12530
"The Island, Chicago, IL",13295
"The Island, Venice, FL",2240
"The Islands, Gilbert, AZ",3308
"The Lakes, Kent, WA",10698
"The Lakes, Las Vegas, NV",286
"The Lakes, Visalia, CA",8760
"The Landing, Fort Worth, TX",8655
"The Landings, Fort Collins, CO",14755
"The Loop, Chicago, IL",798
"The Meadows, Castle Rock, CO",2238
"The Meadows, Charlottesville, VA",13386
"The Meadows, Key West, FL",8938
"The Meadows, Sarasota, FL",1430
"The Mesa, Palm Springs, CA",15156
"The Movie Colony, Palm Springs, CA",10996
"The Museum District, Richmond, VA",3288
"The North End, Virginia Beach, VA",1268
"The Oaks, Bakersfield, CA",3617
"The Oaks, Bryan, TX",11703
"The Oaks, Calabasas, CA",2254
"The Oaks, Hattiesburg, MS",14643
"The Ohio State University, Columbus, OH",13061
"The Orchards, Baltimore, MD",6935
"The Outlook, Broomfield, CO",15122
"The Palisades, WA, DC",6098
"The Park at Blackhawk, Pflugerville, TX",11579
"The Park at Deerfield, San Antonio, TX",7607
"The Parks of Deer Creek, Fort Worth, TX",7122
"The Parkway, Folsom, CA",15432
"The Peninsula, Nashville, TN",8612
"The Pinehills, Plymouth, MA",2308
"The Pines, Greenacres, FL",11170
"The Plaza, Long Beach, CA",2590
"The Plot, Scranton, PA",11607
"The Point, Beaufort, SC",2187
"The Point, Newport, RI",11035
"The Pointe at Turnbury, South Brunswick, NJ",15214
"The Pond, Arvada, CO",10220
"The Port - Area 4, Cambridge, MA",3369
"The Preerve, Fort Collins, CO",14746
"The Provinces, Chandler, AZ",3573
"The Rainbows, Greenacres, FL",15241
"The Ranches, Fort Worth, TX",6814
"The Ridge, Fort Collins, CO",14759
"The Seasons, Bakersfield, CA",3675
"The Shores of Wellington, Garland, TX",7506
"The Strip, Las Vegas, NV",4602
"The Timbers, Tulsa, OK",7804
"The Traditions, Chandler, AZ",4369
"The Trails of Fossil Creek, Fort Worth, TX",6914
"The Trails of Marine Creek, Fort Worth, TX",7382
"The Valley-Pigsville, Milwaukee, WI",7242
"The Villa, Chicago, IL",6821
"The Village, Marion, IN",10974
"The Village, Oklahoma City, OK",887
"The Village, Winston-Salem, NC",5874
"The Village-Rio-Armstrong, Savannah, GA",2352
"The Villages at East Lake, Atlanta, GA",6248
"The Villages of Northpointe, Jackson, MS",1762
"The Villas of Spring Creek HOA, San Antonio, TX",7515
"The Ville, Saint Louis, MO",5658
"The Vineyard, San Antonio, TX",12864
"The Vineyards at Heritage, Fort Worth, TX",6356
"The Waterfront, Jersey City, NJ",782
"The Waterways, Pittsfield Township, MI",15201
"The Wells, Mesa, AZ",7152
"The Willows, Menlo Park, CA",4557
"The Willows, Orlando, FL",13587
"The Woodlands at Arbor Ridge, Ypsilanti, MI",15268
"The Woodlands, Nashville, TN",6502
"The Woods, Olympia, WA",8429
"Thille, Ventura, CA",11722
"Third Addition, Pacific Grove, CA",11154
"Third Avenue, Longview, WA",9863
"Third Cherry Creek, Aurora, CO",8523
"Third Ward, Charlotte, NC",4954
"Third Ward, Eau Claire, WI",10547
"Third World, San Antonio, TX",15670
"Thirteenth St Heights, Saint Petersburg, FL",5490
"Thirty-First St, Saint Petersburg, FL",6231
"Thistle Down Farms, Pittsfield Township, MI",15198
"Thomas Dale, Saint Paul, MN",2662
"Thomas Jefferson, Marion, IN",15133
"Thomas Manor, El Paso, TX",12469
"Thomas Park-Avondale, Muncie, IN",11552
"Thomas Square, Savannah, GA",15347
"Thomas Village, Albuquerque, NM",13054
"Thomas, Birmingham, AL",8798
"Thomasboro-Hoskins, Charlotte, NC",1199
"Thomaston, Great Neck, NY",1629
"Thomasville Heights, Atlanta, GA",13106
"Thompson Community, San Antonio, TX",12465
"Thompson Creek, Claremont, CA",14481
"Thompson Hill, Cumberland, RI",9990
"Thompsonville, Enfield, CT",1832
"Thompsonville, Newton, MA",8923
"Thornhill, Mobile, AL",4326
"Thornridge, Levittown, PA",9121
"Thornton Park, Orlando, FL",13364
"Thornton Park, Santa Ana, CA",4031
"Thoroughbred Acres-Kingston, Lexington, KY",12617
"Thoroughgood, Virginia Beach, VA",975
"Thorpe-Westwood, Spokane, WA",6127
"Thousand Oaks, Albany, CA",14233
"Thousand Oaks, San Antonio, TX",11996
"Thousand Oaks, Tulsa, OK",7368
"Three Chopt, Richmond, VA",4957
"Three Corners, Green Bay, WI",11482
"Three Lakes, Oakland Park, FL",9314
"Three Oaks, Midwest City, OK",14073
"Three Rivers, Columbus, OH",7445
"Three Trails, Independence, MO",2364
"Throggs Neck, NY, NY",216
"Thunder Moor, Fort Collins, CO",10375
"Thunder Mountain, Mesa, AZ",8367
"Thunderbird East, Fort Collins, CO",10390
"Thunderbird Estates, Aurora, CO",13871
"Thunderbird Heights, Fort Collins, CO",10391
"Thunderbird Heights-Wilmot Desert Estates, Tucson, AZ",6504
"Thunderbird Hills, San Antonio, TX",12457
"Thunderbird, Plano, TX",11235
"Thurston Woods, Milwaukee, WI",4039
"Tiburon, Chandler, AZ",5385
"Tichigan, Waterford, WI",3377
"Tidewater Gardens, Visalia, CA",11197
"Tierra Linda, San Antonio, TX",15645
"Tierra Oeste, Albuquerque, NM",11936
"Tierra Ranchos, Gilbert, AZ",13542
"Tierra Vista, Oxnard, CA",10556
"Tierrasanta, San Diego, CA",291
"Tiffany Park, Bryan, TX",11705
"Tiffany Park, Renton, WA",5632
"Tiffany, Saint Louis, MO",6376
"Tifft, Buffalo, NY",5902
"Tigard Triangle, Tigard, OR",15519
"Tiger Hole-Secret Woods, Jacksonville, FL",12170
"Tijeras Arroyo, Albuquerque, NM",12586
"Tillicum, Lakewood, WA",9304
"Tillman, Mobile, AL",6266
"Timacuan, Lake Mary, FL",10970
"Timber Creek, Fort Collins, CO",14764
"Timber Lake Condos, Nashville, TN",8225
"Timber Lake-Covington Woods, Fort Wayne, IN",7055
"Timber Ln - Woodleigh, Nashville, TN",13717
"Timber Park, Evansville, IN",10670
"Timber Ponds, South Brunswick, NJ",11113
"Timber Ridge, San Antonio, TX",12998
"Timber Trace Townhomes, Nashville, TN",9714
"Timberbrook, Plano, TX",11236
"Timbercreek Estates, Carrollton, TX",14586
"Timbercrest, Tulsa, OK",6687
"Timbercrest, Waco, TX",10150
"Timberland Creek, Overland Park, KS",15603
"Timberlane Hills, Tulsa, OK",13653
"Timberleaf, Orlando, FL",12228
"Timberton Park, Aurora, IL",14727
"Timberwood, Nashville, TN",7629
"Timmerman Airport, Milwaukee, WI",6949
"Timmerman West, Milwaukee, WI",1256
"Timp, Provo, UT",10733
"Timpview, Orem, UT",11767
"Tintagel, Flagstaff, AZ",14663
"Tioga, Philadelphia, PA",462
"Tippecanoe, Milwaukee, WI",3383
"Tipping Point, Taylor, MI",10444
"Tipton Area, Elkhart, IN",11152
"Titustown, Norfolk, VA",14336
"Tobin Hill, San Antonio, TX",15677
"Todd Park, Charlotte, NC",6535
"Todd Park, Edina, MN",11777
"Toddville Road, Charlotte, NC",3147
"Todt Hill, NY, NY",1334
"Tokawa Springs, Round Rock, TX",15318
"Toler Heights, Oakland, CA",4900
"Tolleston, Gary, IN",10699
"Tollgate Crossing, Aurora, CO",5497
"Tollgate Overlook, Aurora, CO",3829
"Toluca Lake, Los Angeles, CA",868
"Tom Town, Valdosta, GA",10709
"Tom Watkins, Springfield, MO",11298
"Tom's Creek, Blacksburg, VA",10944
"Tomahawk Ridge, Overland Park, KS",12871
"Tompkinsville, Inverness, FL",8886
"Tompkinsville, NY, NY",3405
"Tone Ranch, Gilbert, AZ",7069
"Tone, Gilbert, AZ",7656
"Top Road, Trenton, NJ",4423
"Top-O-Hollow, Ames, IA",11695
"Torrance Heights Civic, Torrance, CA",4941
"Torrance Windemere, Torrance, CA",7139
"Torreon, Santa Fe, NM",14098
"Torresdale, Philadelphia, PA",266
"Torrey Highlands, San Diego, CA",3465
"Torrey Pines, San Diego, CA",4328
"Torrey Preserve, San Diego, CA",13304
"Torringford, Torrington, CT",1880
"Tosa East Town, Wauwatosa, WI",14453
"Tosa Heights, Wauwatosa, WI",14838
"Tosa Village, Wauwatosa, WI",14844
"Totem Lake, Kirkland, WA",4122
"Totowa, Paterson, NJ",2063
"Tottenville, NY, NY",809
"Touchstone Village-Elm Lane, Charlotte, NC",5054
"Toumey Park, Tucson, AZ",5542
"Touro, New Orleans, LA",13096
"Towanda-Grantley, Baltimore, MD",5458
"Tower Grove East, Saint Louis, MO",3286
"Tower Grove South, Saint Louis, MO",664
"Tower Heights, Fort Wayne, IN",7453
"Tower Heights, Tulsa, OK",4245
"Tower Homes, Kansas City, MO",11916
"Tower Triangle, Aurora, CO",4322
"Tower Vista, Oregon City, OR",10500
"Town & Country Manor, Milwaukee, WI",5520
"Town & Country, Prairie Village, KS",14510
"Town and Country Estates, Winston-Salem, NC",1642
"Town Center, Foster City, CA",14515
"Town Center, Miami Gardens, FL",10261
"Town Center, Morrisville, NC",15071
"Town Center, Reston, VA",4103
"Town Center, Rockville, MD",10907
"Town Center, Woodinville, WA",9635
"Town Hall, Independence, MO",11423
"Town Mountain South, Fayetteville, AR",15079
"Town North Park II, Richardson, TX",7084
"Town North Village, Garland, TX",8213
"Town of Lake, Milwaukee, WI",3603
"Town Park Estates, Nashville, TN",8078
"Town Plot, Waterbury, CT",2260
"Towne Meadows, Gilbert, AZ",4865
"Towne Park, Albuquerque, NM",1799
"Towne Ranch, Claremont, CA",14483
"Towne Village, Nashville, TN",6300
"Towngate, Garland, TX",8161
"Towngate, Moreno Valley, CA",10126
"Townhomes of Shadow Glen, Nashville, TN",8277
"Township Village, Ladera Ranch, CA",9907
"Townsite, Henderson, NV",3428
"Trabue Woods, Columbus, OH",7523
"Trace Ridge, Fort Worth, TX",5719
"Tracy Park, Tulsa, OK",8003
"Trader's Point, Indianapolis, IN",1830
"Tradewinds Complex, Torrance, CA",6561
"Traffic Circle, Long Beach, CA",2653
"Trail Springs, Shawnee, KS",12982
"Trailhead, Fort Collins, CO",14811
"Trails at Westlake, Broomfield, CO",15121
"Trails End, Chandler, AZ",7340
"Trails, Garland, TX",7996
"Trailwood, Nashville, TN",7631
"Trainsong, Eugene, OR",5747
"Trancas Canyon, Malibu, CA",15514
"Traverse Heights, Traverse City, MI",15223
"Travis, Mobile, AL",4982
"Trees, Midwest City, OK",14043
"Tremaine Park, Chandler, AZ",7994
"Treme' Lafitte, New Orleans, LA",12928
"Tremont Park, Savannah, GA",14012
"Tremont, Baltimore, MD",6769
"Tremont, Cleveland, OH",3283
"Tremont, NY, NY",2456
"Treppard heights, Nashville, TN",6661
"Tres Rios Landing, Avondale, AZ",10803
"Trestle Glen, Oakland, CA",4205
"Trexler Park, Allentown, PA",15337
"Tri-Court, Lincoln, NE",15583
"Tri-Taylor, Chicago, IL",3397
"Tri-Village, Columbus, OH",3246
"Tri-West, West Hollywood, CA",15163
"Triangle North, Milwaukee, WI",5482
"Triangle South, Saratoga, CA",9941
"Triangle, Buffalo, NY",4056
"Triangle, Milwaukee, WI",6582
"Triangle, Saint Louis Park, MN",9040
"Triangle, West Sacramento, CA",14197
"Triangle, Wilmington, DE",13924
"Tribeca, NY, NY",2638
"Trier Ridge Park, Fort Wayne, IN",8497
"Trilogy, Corona, CA",4227
"Trilogy, Gilbert, AZ",1684
"Trinidad, WA, DC",3427
"Trinity - Houston Gardens, Houston, TX",504
"Trinity Commons, Durham, NC",14528
"Trinity Gardens, Brooklyn Park, MN",11622
"Trinity Heights, Durham, NC",14527
"Trinity Hills, Nashville, TN",7495
"Trinity Mills, Carrollton, TX",10183
"Trinity Park, Durham, NC",14340
"Trinity Vicinity, Wilmington, DE",2219
"Trinity View, Irving, TX",10027
"Triple El, Palo Alto, CA",13415
"Tripoli Park, Milwaukee, WI",6961
"Tripp's Park, Scranton, PA",2388
"Tristan, Chandler, AZ",7899
"Trolley Square, Wilmington, DE",10351
"Trollwood, Fargo, ND",15363
"Tropical Ridge, Lake Worth, FL",11059
"Tropical Shores, Saint Petersburg, FL",7853
"Tropico, Glendale, CA",3525
"Trotter Ridge, Durham, NC",10038
"Trotters Chase, Fort Wayne, IN",13849
"Troutman Park, Fort Collins, CO",10401
"Trouville, Columbus, OH",4684
"Trovita, Chandler, AZ",13655
"Troy Hill, Pittsburgh, PA",5295
"Tru-Long Acres Condos, Nashville, TN",8673
"Truman Annex, Key West, FL",9938
"Truman heights, Mesquite, TX",14614
"Trumbo Point, Key West, FL",9936
"Trumbull Village, Albuquerque, NM",12452
"Truxton Circle, WA, DC",4613
"Truxton, Portsmouth, VA",1952
"Tryon Hills, Charlotte, NC",5311
"Tucson Estates, Tucson, AZ",670
"Tucson Park West No.1, Tucson, AZ",5748
"Tudor Area, Anchorage, AK",12701
"Tudor City, NY, NY",571
"Tujunga, Los Angeles, CA",387
"Tulane-Gravier, New Orleans, LA",13095
"Tule Springs, Las Vegas, NV",445
"Tulip Grove, Nashville, TN",5011
"Tunison, Corvallis, OR",14782
"Turbot Township, Midwest City, OK",14432
"Turn of River, Stamford, CT",704
"Turnagain Arm, Anchorage, AK",15602
"Turnagain, Anchorage, AK",851
"Turner Park, Tulsa, OK",1478
"Turner, Kansas City, KS",1908
"Turpin Hill, Augusta, GA",12654
"Turtle Bay, NY, NY",485
"Turtle Creek, Jacksonville, FL",12058
"Turtle Ridge, Irvine, CA",4037
"Turtle Rock, Irvine, CA",784
"Tuscaloosa-Lakewood, Durham, NC",14526
"Tuscany at Lake Mary, Lake Mary, FL",10965
"Tuscany, Albuquerque, NM",12685
"Tuscany, Bakersfield, CA",7859
"Tuscany, Chandler, AZ",8056
"Tuscany, Jupiter, FL",10418
"Tuscany-Canterbury, Baltimore, MD",4192
"Tuttle West, Columbus, OH",5677
"Tuttle, Columbus, OH",5610
"Tuxedo Park, Atlanta, GA",11946
"Tuxedo Park, South Orange, NJ",9472
"Tuxedo, Birmingham, AL",9549
"Tuxedo, Oakland, CA",4967
"Twelve Oaks, Chandler, AZ",4777
"Twenty-Fifth Ave, San Mateo, CA",3799
"Twickenham, Huntsville, AL",14992
"Twickenham, Savannah, GA",11332
"Twin Cedars Laurel Park, Winston-Salem, NC",7623
"Twin City, Council Bluffs, IA",14013
"Twin Creeks, Everett, WA",3099
"Twin Gardens, Winston-Salem, NC",8510
"Twin Lakes South, Oakland Park, FL",9842
"Twin Lakes, Eight Mile, AL",7343
"Twin Lakes, Federal Way, WA",9539
"Twin Lakes, Fredericksburg, VA",14099
"Twin Lakes, Las Vegas, NV",792
"Twin Lakes, Springfield, IL",9315
"Twin Lawn, Nashville, TN",7887
"Twin Oaks, Jonesboro, AR",14138
"Twin Oaks, Lexington, KY",12163
"Twin Palms, Palm Springs, CA",10988
"Twin Peaks, Lake Arrowhead, CA",1826
"Twin Peaks, San Francisco, CA",4345
"Twin Pines, Portsmouth, VA",14198
"Twin Rivers, East Windsor, NJ",3180
"Twin Rivers, Oregon City, OR",14407
"Twin Towers, Dayton, OH",1572
"Twinbrook, Rockville, MD",8939
"Twinbrooks, Saint Petersburg, FL",4594
"Twining, WA, DC",5706
"Twinlakes, Fort Lauderdale, FL",13333
"Two Creeks, Lakewood, CO",10092
"Two Rivers East, San Marcos, TX",15049
"Two Rivers, Nashville, TN",13865
"Twyckenham Hills, South Bend, IN",12731
"Ty Cah, Iowa City, IA",10361
"Tyee Park, Lakewood, WA",11794
"Tyler Park, Louisville, KY",12201
"Tyler Run, York Township, PA",1505
"Tyner Homes, Bakersfield, CA",7280
"Tyrone Landing, Saint Petersburg, FL",6646
"Tyrrell Park, Beaumont, TX",11266
"U Street Corridor, WA, DC",4109
"U2, Mesa, AZ",8101
"UC Irvine, Irvine, CA",2682
"Udall Park, Tucson, AZ",7990
"Ukrainian Village, Chicago, IL",1121
"Uleta, North Miami Beach, FL",13931
"Ulmer Avenue, Valdosta, GA",10819
"UMC, Las Vegas, NV",4187
"Una, Nashville, TN",6562
"Underwood Hills, Atlanta, GA",11862
"Unified South Broadway, Green Bay, WI",15393
"Unified, Hattiesburg, MS",14726
"Union Hill, Richmond, VA",6030
"Union Miles Park, Cleveland, OH",766
"Union Park Gardens, Wilmington, DE",10350
"Union Park, Des Moines, IA",1033
"Union Park, Orlando, FL",11898
"Union Ridge, Chicago, IL",3710
"Union Ridge, Winston-Salem, NC",6434
"Union Square, Baltimore, MD",6064
"Union Square, Somerville, MA",9566
"Union Station, Denver, CO",3802
"Union Street, Schenectady, NY",2239
"Unionport, NY, NY",2582
"UNITE, South Bend, IN",15592
"United Amigos, Mesa, AZ",4385
"United Farm Optimist Village, Flint, MI",14599
"United Neighbors Together, Rochester, NY",4760
"United Riverside, Fort Worth, TX",6589
"United Westwood, San Antonio, TX",12541
"United, El Paso, TX",12555
"Unity, Waterloo, IA",14366
"University Acres, Fort Collins, CO",14825
"University Apartments, Madison, WI",6496
"University Area, Anchorage, AK",810
"University Area, Monroe, LA",11536
"University Avenue, Davis, CA",13594
"University City North, Charlotte, NC",4787
"University City South, Charlotte, NC",3595
"University City, Philadelphia, PA",2542
"University City, San Diego, CA",140
"University Club, Jacksonville, FL",13441
"University District, Cleveland, OH",3186
"University District, Detroit, MI",13124
"University District, Minneapolis, MN",13071
"University District, Missoula, MT",1043
"University District, Seattle, WA",2549
"University Estates North, Richardson, TX",6755
"University Estates, Tempe, AZ",7812
"University Farms, West Lafayette, IN",15426
"University Gardens, Great Neck, NY",4043
"University Heights, Boulder, CO",8014
"University Heights, Fayetteville, AR",14018
"University Heights, Hattiesburg, MS",14110
"University Heights, Indianapolis, IN",1904
"University Heights, Lawrence, KS",14116
"University Heights, Menlo Park, CA",4402
"University Heights, Muncie, IN",8832
"University Heights, Newark, NJ",2924
"University Heights, NY, NY",2463
"University Heights, San Diego, CA",2766
"University Heights, Tempe, AZ",5361
"University Heights-Highlands, Flagstaff, AZ",10297
"University Hill, Boulder, CO",3287
"University Hill, Syracuse, NY",13065
"University Hills, Austin, TX",12996
"University Hills, Denver, CO",1129
"University Hills, Los Angeles, CA",3491
"University Hills, Mesa, AZ",7128
"University Hts, Albuquerque, NM",13010
"University North, Fort Collins, CO",14827
"University of Kentucky, Lexington, KY",12029
"University of Ohio Akron, Akron, OH",3092
"University of Richmond, Richmond, VA",13144
"University Palisades, Ypsilanti, MI",11129
"University Park at Northpointe, Denton, TX",11413
"University Park Estates, Long Beach, CA",4730
